text,cmp_code,eu_code,pos,manifesto_id,party,date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,id,manifesto_id_section
Muchas de aquellas afirmaciones e insinuaciones se han revelado como puramente retóricas y encaminadas exclusivamente a instrumentalizar el proceso para beneficio político de las partes sentadas en la mesa negociadora.,602,,15,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
"Una forma más, lamentablemente, de tratar de dejar fuera del proceso a los legítimos representantes de la sociedad vasca.",602,,16,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
"Así, la ruptura de las negociaciones y la vuelta de ETA a la vía execrable de la amenaza y el asesinato, con el atentado realizado en la terminal T-4 del aeropuerto de Barajas, ha supuesto un auténtico mazazo para las esperanzas de la sociedad vasca de asistir al final de la violencia.",106,,17,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
"La inmediata respuesta del Gobierno Central y del Partido Socialista ha sido la de retornar al camino iniciado por el Partido Popular en la pasada legislatura, tratando de limitar los previsibles efectos electorales negativos del retorno de la violencia de ETA.",305,,18,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
"Y demostrando que, desgraciadamente, poco han aprendido de la experiencia.",305,,19,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
Desde Eusko Alkartasuna hemos defendido siempre la necesidad de la negociación y el acuerdo entre los legítimos representantes de la ciudadanía vasca y española.,202,,20,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_1
"Sin obviar la necesidad de negociar con ETA el final de la violencia, la negociación política debe desarrollarse entre los verdaderos actores políticos, los que ejercitan una representación popular refrendada en las urnas.",202,,21,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Y esta representación popular, encabezada por el Ejecutivo vasco y refrendada por la mayoría del Parlamento de Gasteiz, ya puso sobre la mesa una propuesta, que fue lamentablemente ninguneada por los partidos de obediencia estatal española.",202,,22,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Este grave error, que esconde un profundo desconocimiento de la realidad vasca y una preocupante debilidad de la raíz democrática de estos partidos, debe ser reconducido en la próxima legislatura.",202,,23,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Eusko Alkartasuna apoya la propuesta del Gobierno Vasco de iniciar un nuevo proceso negociador con el Estado, proceso que inexcusablemente debe acabar con la presentación ante la sociedad vasca de una consulta que determine sin género de duda cuál es su voluntad.",202,,24,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
Este apoyo tiene unas bases obvias que a nadie se ocultan.,202,,25,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
Esta propuesta ha formado parte de los programas electorales de la Coalición que ha gobernado la Comunidad Autónoma Vasca en las dos últimas legislaturas.,202,,26,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Pero más allá de la paternidad de la misma, la raíz última de esta posición se halla en el convencimiento de que la única manera de solucionar los problemas es la de la negociación y el entendimiento entre diferentes desde el compromiso del respeto a la voluntad mayoritaria de una sociedad;",202,,27,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"y la única forma de conocer realmente lo que opina esa sociedad, especialmente cuando las interpretaciones llegan a ser tan opuestas, es la de preguntárselo directamente.",202,,28,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Dar la posibilidad a la ciudadanía vasca que exprese, de forma directa y clara, cuál es su exacta voluntad;",202,,29,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"una cuestión, en definitiva, de pura exigencia democrática.",202,,30,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"En esta legislatura a punto de iniciarse, la representación de Eusko Alkartasuna en las Cortes Generales será la voz que defienda sin equívocos esta propuesta, la de exigir el respeto del derecho que tiene el Pueblo Vasco a decidir su futuro.",202,,31,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Es éste un reto que asumimos con la seguridad de la labor desarrollada en sucesivas legislaturas, defendiendo estos principios junto con propuestas concretas para mejorar la calidad de vida de la generalidad de la población, no sólo en nuestro ámbito territorial sino de todo el Estado.",202,,32,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Los principios programáticos de Eusko Alkartasuna, como partido progresista y socialdemócrata, orientado a la construcción de una sociedad más justa, libre y solidaria sobre la base de la igualdad de oportunidades y el acceso a los bienes y servicios propios del Estado del Bienestar, han dirigido la acción de sus representantes en los órganos parlamentarios del Estado, promoviendo iniciativas, enmiendas y negociaciones para materializar propuestas de mejora de la calidad de vida de toda la población, especialmente de los sectores más desfavorecidos.",503,,33,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Esta posición de defensa de los valores de justicia social, libertad y solidaridad, adaptados a la dinámica realidad de finales del siglo XX y  primeros años del siglo XXI, combinados con la defensa del autogobierno que el Estado todavía hoy adeuda a la sociedad vasca, han marcado la acción política de su representación en las Cortes Generales.",503,,34,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Y lo seguirán haciendo en esta próxima legislatura, más aún cuando han sido reafirmados en el reciente Congreso celebrado en Donostia el pasado mes de diciembre.",503,,35,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"A la hora de estructurar algunas de las principales propuestas y líneas de acción  que Eusko Alkartasuna va a defender en los próximos cuatro años en las instituciones de ámbito estatal, adquiere especial relevancia un principio que ha hecho suyo prácticamente desde su  aparición, que ya estuvo presente en anteriores programas electorales pero que hoy mantiene plena vigencia como elemento nuclear de la actuación institucional de todo aquél que se reclama progresista: el principio del Desarrollo Sostenible.",416,,36,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Es éste un principio que supera visiones sectoriales para constituirse como modelo integral de reflexión en el que adquieren el mismo nivel las políticas económicas, las políticas sociales y las ambientales, ejerciendo de elemento estructurante de una realidad poliédrica en la que todos estos aspectos están interrelacionados.",416,,37,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Y, por tanto, donde cada una de estas políticas debe ser abordada desde el mismo momento que las demás, desapareciendo la anterior conceptualización que las dividía entre primarias o de acción y de reparación.",416,,38,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
"Desde esta visión, las propuestas de Eusko Alkartasuna  para la próxima legislatura se van a articular en tres grandes apartados: social,",503,,39,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
económico y,410,,40,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_2
ambiental.,501,,41,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Políticas en materia social,,,42,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Inserción laboral, empleo y solidaridad",,,43,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Política social y de bienestar social,,,44,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Administración de Justicia cercana y humana,,,45,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Políticas en materia de desarrollo económico,,,46,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Promoción y desarrollo económico,,,47,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Formación, investigación y sociedad del conocimiento",,,48,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Política fiscal y financiera,,,49,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Transporte e infraestructuras vinculadas,,,50,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Políticas en materia de protección y valorización ambiental,,,51,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
La visión integral del ciclo del agua,,,52,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Las políticas de prevención, reutilización y reciclaje en materia de residuos",,,53,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
La protección efectiva de los espacios de valor naturalístico y la garantía de la biodiversidad,,,54,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
La política energética y el cambio climático,,,55,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
1 EL PRINCIPIO DEMOCRÁTICO Y EL DERECHO A DECIDIR DE LA SOCIEDAD VASCA,,,56,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Una de las cuestiones centrales del debate político dentro de Euskadi y el producido entre éste y el Estado español ha sido precisamente la del alcance de la capacidad del Pueblo Vasco, la Sociedad Vasca si se prefiere, de decidir su propio futuro.",202,,57,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"La llegada de la democracia al Estado español tras uno de sus periodos más oscuros conoció en esta materia la búsqueda de un consenso, de un punto de encuentro de mínimos, que cristalizó en la aprobación del Estatuto de Gernika.",202,,58,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Frente a las difíciles condiciones del momento, con una tasa de paro absolutamente disparada, una economía en crisis con los sectores en que había descansado su despegue económico en absoluta desintegración,  con escasas expectativas de mejora y en un ambiente político de absoluta incertidumbre, hubo voluntad y capacidad suficientes para avanzar en el reconocimiento de una realidad pretérita, unos derechos históricos, y una voluntad popular en los cuales basar un primer punto de encuentro, una solución de medio plazo, para dotar a este País de unos mínimos elementos de estabilidad para recomponer la maltrecha situación en que se encontraba.",202,,59,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
"Una solución de medio plazo que quedaba expresada en su Disposición Adicional que literalmente decía: “La aceptación del régimen de autonomía que se establece en el presente Estatuto no implica renuncia del Pueblo Vasco a los derechos que como tal le hubieran podido corresponder en virtud de su historia, que podrán ser actualizados de acuerdo con lo que establezca el ordenamiento jurídico”.",202,,60,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_3
Este primer momento de reconocimiento de una realidad distinta pronto comenzó a conocer inquietantes ejemplos de reconsideración y retroceso.,202,,61,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_4
"Los acuerdos entre los partidos de obediencia estatal de rebajar el status de las Comunidades Históricas mediante la fórmula del “café para todos” fue acompañada de una reinterpretación del acuerdo alcanzado en los primeros momentos de la democracia por parte de los poderes estatales, utilizando la vía de la legislación básica en unos casos y la reinterpretación constitucional en otros, iniciando así una campaña de continuo recorte de los derechos reconocidos al Pueblo Vasco",202,,62,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_4
"y  que tienen como primera evidencia el incumplimiento de las previsiones de transferencias a la CAV  que el propio Estatuto de Gernika, refrendado por la sociedad vasca y ratificado por las  Cortes Generales, viene sufriendo desde su aprobación.",202,,63,33903_200803,33903,200803,spanish,MARPOR,True,True,False,bc405f6af7e66784dd35ea5eaddb0844,/down/originals/33903_2008.pdf,72c810bafbcabee1b9f29b0296004310,True,2.0,,Elecciones Generales 2008. Eusko Alkartasuna. Programa 1.6,33903_200803,33903_200803_4
